sample_id	gene	gene_group	pam50_subtype	purity	ploidy	wgd	normal_depth	purity_bin	depth_regime	gis_score
SIM-00277	BARD1	CORE_HR	Basal	0.3365	4.7529	False	27	LOW	MID	62.4343
SIM-00278	PALB2	CORE_HR	LumA	0.1497	5.4395	False	35	LOW	MID	48.1414
SIM-00279	RAD51D	CORE_HR	Basal	0.1086	4.3996	False	41	LOW	MID	40.2839
SIM-00280	RAD51D	CORE_HR	LumA	0.3416	4.2502	False	49	LOW	MID	63.2341
SIM-00281	BRCA1	CORE_HR	Basal	0.3021	2.1201	False	50	LOW	MID	65.5613
SIM-00282	BRIP1	CORE_HR	LumA	0.1117	2.0522	False	33	LOW	MID	28.3178
SIM-00283	RAD54L	CORE_HR	LumA	0.2464	3.9032	False	47	LOW	MID	62.2019
SIM-00284	BRCA2	CORE_HR	LumA	0.1574	1.7273	False	37	LOW	MID	54.1789
SIM-00285	RAD51C	CORE_HR	HER2E	0.2217	2.9638	False	50	LOW	MID	67.2822
SIM-00286	BRCA1	CORE_HR	LumA	0.1209	4.7689	False	35	LOW	MID	19.9566
SIM-00287	BRCA2	CORE_HR	Basal	0.1668	5.1879	False	46	LOW	MID	79.4801
SIM-00288	RAD51B	CORE_HR	HER2E	0.144	1.9179	True	36	LOW	MID	51.083
SIM-00289	RAD51C	CORE_HR	Basal	0.2295	2.2613	False	44	LOW	MID	75.6621
SIM-00290	BRCA1	CORE_HR	LumA	0.2594	5.0601	True	44	LOW	MID	39.9489
SIM-00291	RAD51B	CORE_HR	LumA	0.2025	3.7611	True	61	LOW	MID	37.3927
SIM-00292	RAD51B	CORE_HR	LumA	0.2045	3.1611	True	40	LOW	MID	8.2454
SIM-00293	RAD54L	CORE_HR	LumA	0.2747	1.5747	False	41	LOW	MID	67.4149
SIM-00294	BRCA2	CORE_HR	Basal	0.3195	4.1693	False	45	LOW	MID	66.1559
SIM-00295	BRCA2	CORE_HR	Basal	0.2541	2.2662	False	33	LOW	MID	94.4765
SIM-00296	RAD51D	CORE_HR	Basal	0.1989	3.3997	False	49	LOW	MID	69.9851
SIM-00297	BRIP1	CORE_HR	LumA	0.1562	2.9662	True	52	LOW	MID	67.6109
SIM-00298	RAD51C	CORE_HR	LumB	0.1353	1.593	False	36	LOW	MID	42.7286
SIM-00299	BRCA1	CORE_HR	LumA	0.2378	5.4341	True	48	LOW	MID	23.0774
SIM-00300	RAD51B	CORE_HR	LumB	0.3151	3.6556	False	29	LOW	MID	80.0031
SIM-00301	BRCA2	CORE_HR	LumB	0.2015	4.9264	False	38	LOW	MID	66.5112
SIM-00302	PALB2	CORE_HR	LumB	0.3139	3.9549	False	45	LOW	MID	37.8543
SIM-00303	RAD51C	CORE_HR	LumB	0.1129	4.7377	False	53	LOW	MID	70.2753
SIM-00304	RAD51D	CORE_HR	LumA	0.27	3.8399	False	52	LOW	MID	65.4271
SIM-00305	RAD54L	CORE_HR	LumA	0.2476	4.5942	True	36	LOW	MID	70.9045
SIM-00306	BRCA1	CORE_HR	LumA	0.2708	1.8272	False	47	LOW	MID	44.4407
SIM-00307	RAD54L	CORE_HR	HER2E	0.1674	4.9403	False	45	LOW	MID	45.4828
SIM-00308	RAD51D	CORE_HR	LumA	0.1285	2.0198	False	41	LOW	MID	45.3027
SIM-00309	RAD51C	CORE_HR	LumA	0.1842	2.1974	False	39	LOW	MID	48.5246
SIM-00310	RAD51C	CORE_HR	HER2E	0.1072	4.499	True	30	LOW	MID	51.8142
SIM-00311	RAD51C	CORE_HR	LumA	0.2414	5.4794	False	47	LOW	MID	60.0973
SIM-00312	RAD51C	CORE_HR	LumA	0.1876	3.3399	False	41	LOW	MID	51.9629
SIM-00313	RAD54L	CORE_HR	Basal	0.3111	3.0874	False	47	LOW	MID	50.5357
SIM-00314	RAD51D	CORE_HR	Basal	0.1714	5.3006	False	45	LOW	MID	75.0389
SIM-00315	BARD1	CORE_HR	LumA	0.154	3.4963	True	34	LOW	MID	43.9223
SIM-00316	BRCA2	CORE_HR	Basal	0.3166	5.3313	False	38	LOW	MID	29.8032
SIM-00317	BRIP1	CORE_HR	LumA	0.1452	1.6462	False	52	LOW	MID	48.7921
SIM-00318	PALB2	CORE_HR	LumA	0.2008	3.5376	False	50	LOW	MID	32.9549
SIM-00319	BRCA1	CORE_HR	LumB	0.1522	4.3899	False	43	LOW	MID	86.5533
SIM-00320	BRCA2	CORE_HR	LumA	0.1535	5.054	False	34	LOW	MID	51.0229
SIM-00321	BARD1	CORE_HR	LumB	0.126	2.752	False	39	LOW	MID	48.0571
SIM-00322	BRCA2	CORE_HR	LumB	0.2892	1.8762	False	36	LOW	MID	50.6756
SIM-00323	RAD54L	CORE_HR	LumA	0.2796	1.7001	True	38	LOW	MID	40.8214
SIM-00324	BRIP1	CORE_HR	LumB	0.2472	4.0479	False	26	LOW	MID	58.4658
SIM-00325	RAD51D	CORE_HR	LumA	0.2233	1.7772	True	34	LOW	MID	68.6836
SIM-00326	PALB2	CORE_HR	LumA	0.1969	1.8655	True	46	LOW	MID	51.2861
SIM-00327	RAD54L	CORE_HR	Basal	0.3147	2.9254	False	29	LOW	MID	49.1602
SIM-00328	BRIP1	CORE_HR	Basal	0.3242	3.1644	False	32	LOW	MID	47.6803
SIM-00329	RAD51D	CORE_HR	Basal	0.1604	3.9417	False	31	LOW	MID	81.4558
SIM-00330	RAD51C	CORE_HR	LumA	0.2011	2.5639	True	42	LOW	MID	75.942
SIM-00331	BRIP1	CORE_HR	HER2E	0.2747	3.5906	False	28	LOW	MID	47.2965
SIM-00332	BRCA1	CORE_HR	LumB	0.2916	3.6359	True	48	LOW	MID	29.2278
SIM-00333	RAD51D	CORE_HR	LumA	0.331	2.4732	False	40	LOW	MID	66.4072
SIM-00334	BRCA2	CORE_HR	LumA	0.2117	4.2604	False	48	LOW	MID	31.1685
SIM-00335	BRCA2	CORE_HR	HER2E	0.2929	4.0858	True	45	LOW	MID	53.1878
SIM-00336	RAD51D	CORE_HR	Basal	0.2007	5.0063	False	55	LOW	MID	48.7851
SIM-00337	RAD51B	CORE_HR	LumB	0.1917	3.4096	False	31	LOW	MID	71.3318
SIM-00338	RAD51B	CORE_HR	LumA	0.2213	3.7349	False	39	LOW	MID	45.4809
SIM-00339	BRIP1	CORE_HR	HER2E	0.2544	3.3365	False	25	LOW	MID	43.2572
SIM-00340	BARD1	CORE_HR	HER2E	0.2261	3.7444	False	32	LOW	MID	31.5729
SIM-00341	BRIP1	CORE_HR	Basal	0.2465	3.8115	True	39	LOW	MID	59.7385
SIM-00342	RAD51B	CORE_HR	LumA	0.2805	1.7099	False	43	LOW	MID	64.3777
SIM-00343	BARD1	CORE_HR	HER2E	0.2098	4.2881	False	53	LOW	MID	51.931
SIM-00344	BRCA2	CORE_HR	LumB	0.2168	2.0445	False	27	LOW	MID	27.855
SIM-00345	RAD51B	CORE_HR	LumA	0.3166	3.4653	False	45	LOW	MID	19.1144
SIM-00346	RAD54L	CORE_HR	LumA	0.3099	2.2174	False	27	LOW	MID	51.1622
SIM-00347	RAD51C	CORE_HR	LumB	0.1631	5.1172	False	44	LOW	MID	45.489
SIM-00348	BRIP1	CORE_HR	Basal	0.3424	2.0272	False	32	LOW	MID	59.3944
SIM-00349	RAD51D	CORE_HR	LumB	0.2117	3.6949	True	46	LOW	MID	72.2293
SIM-00350	BRCA1	CORE_HR	LumA	0.3441	3.8138	False	36	LOW	MID	33.5191
SIM-00351	RAD51B	CORE_HR	LumA	0.3334	2.111	True	44	LOW	MID	33.7247
SIM-00352	BRCA1	CORE_HR	Basal	0.1249	2.852	True	32	LOW	MID	52.2379
SIM-00353	PALB2	CORE_HR	LumA	0.274	3.2011	False	27	LOW	MID	60.4171
SIM-00354	RAD51D	CORE_HR	LumA	0.1184	2.5755	False	46	LOW	MID	44.9932
SIM-00355	RAD51D	CORE_HR	Basal	0.1636	2.1669	True	19	LOW	MID	49.265
SIM-00356	PALB2	CORE_HR	LumA	0.2463	4.1988	True	33	LOW	MID	67.9473
SIM-00357	RAD54L	CORE_HR	LumA	0.2964	1.8377	True	34	LOW	MID	48.1508
SIM-00358	BRCA2	CORE_HR	Basal	0.1968	2.2257	True	30	LOW	MID	54.747
SIM-00359	RAD51D	CORE_HR	HER2E	0.3084	4.8988	True	47	LOW	MID	42.3388
SIM-00360	RAD51D	CORE_HR	LumA	0.1194	2.2516	False	29	LOW	MID	39.8998
SIM-00361	RAD51D	CORE_HR	Basal	0.2332	5.1763	True	48	LOW	MID	52.7382
SIM-00362	PALB2	CORE_HR	HER2E	0.2248	5.1849	False	29	LOW	MID	64.7549
SIM-00363	BRCA2	CORE_HR	LumA	0.3214	3.8343	True	35	LOW	MID	41.847
SIM-00364	RAD54L	CORE_HR	Basal	0.2986	5.0601	False	35	LOW	MID	62.2741
SIM-00365	RAD51C	CORE_HR	LumA	0.2584	5.1134	False	49	LOW	MID	73.5283
SIM-00366	BARD1	CORE_HR	LumA	0.1336	5.4442	True	43	LOW	MID	60.1236
SIM-00367	RAD51D	CORE_HR	HER2E	0.239	4.6896	True	53	LOW	MID	51.7426
SIM-00368	BRCA1	CORE_HR	Basal	0.1276	5.1816	False	46	LOW	MID	49.5258
SIM-00369	RAD51D	CORE_HR	LumB	0.2525	4.4058	False	44	LOW	MID	61.2803
SIM-00370	PALB2	CORE_HR	LumA	0.3353	5.1887	False	40	LOW	MID	67.5202
SIM-00371	RAD51B	CORE_HR	LumA	0.2092	3.2035	False	36	LOW	MID	40.2097
SIM-00372	RAD51C	CORE_HR	LumA	0.1977	3.0516	False	33	LOW	MID	52.0219
SIM-00373	BRCA1	CORE_HR	LumA	0.1355	5.2664	True	35	LOW	MID	65.7502
SIM-00374	RAD51C	CORE_HR	Basal	0.336	3.7313	True	44	LOW	MID	70.3078
SIM-00375	RAD54L	CORE_HR	LumA	0.1941	2.2101	False	37	LOW	MID	65.9227
SIM-00376	BRIP1	CORE_HR	Basal	0.3414	3.0607	False	42	LOW	MID	77.4416
SIM-00377	BRIP1	CORE_HR	LumA	0.3459	1.6198	True	42	LOW	MID	56.6144
SIM-00378	RAD54L	CORE_HR	HER2E	0.3136	4.688	False	44	LOW	MID	55.4802
SIM-00379	RAD51D	CORE_HR	LumA	0.2348	4.3067	True	35	LOW	MID	73.8342
SIM-00380	PALB2	CORE_HR	LumA	0.1314	2.1698	False	36	LOW	MID	44.0769
SIM-00381	RAD54L	CORE_HR	LumA	0.2038	3.213	True	36	LOW	MID	54.2749
SIM-00382	BARD1	CORE_HR	LumA	0.1051	2.0917	False	35	LOW	MID	61.7562
SIM-00383	RAD51D	CORE_HR	Basal	0.1353	3.5917	False	33	LOW	MID	55.1649
SIM-00384	RAD54L	CORE_HR	Basal	0.2638	4.0555	True	39	LOW	MID	74.0621
SIM-00385	RAD51D	CORE_HR	LumB	0.3165	4.5417	False	23	LOW	MID	58.2798
SIM-00386	RAD51D	CORE_HR	LumB	0.1497	4.6795	True	46	LOW	MID	41.2798
SIM-00387	BARD1	CORE_HR	Basal	0.3472	3.7216	False	48	LOW	MID	35.4834
SIM-00388	BRIP1	CORE_HR	LumA	0.13	3.3706	False	39	LOW	MID	48.3494
SIM-00389	PALB2	CORE_HR	Basal	0.3136	3.6174	True	36	LOW	MID	65.6219
SIM-00390	RAD54L	CORE_HR	LumB	0.2113	4.2608	True	41	LOW	MID	65.0464
SIM-00391	BRCA2	CORE_HR	Basal	0.1578	3.7931	True	34	LOW	MID	44.5872
SIM-00392	RAD51B	CORE_HR	LumA	0.2341	4.8573	True	35	LOW	MID	47.876
SIM-00393	BRCA2	CORE_HR	LumA	0.252	1.5447	True	45	LOW	MID	57.1178
SIM-00394	BRCA2	CORE_HR	LumA	0.3055	2.6597	False	36	LOW	MID	44.9429
SIM-00395	BARD1	CORE_HR	LumA	0.3409	2.7196	True	40	LOW	MID	49.4703
SIM-00396	RAD54L	CORE_HR	HER2E	0.2445	5.3837	True	45	LOW	MID	43.2219
SIM-00397	BRIP1	CORE_HR	HER2E	0.2794	3.2111	True	39	LOW	MID	66.496
SIM-00398	BRCA1	CORE_HR	HER2E	0.2257	4.1442	False	42	LOW	MID	48.7342
SIM-00399	BARD1	CORE_HR	Basal	0.2047	2.3755	False	38	LOW	MID	51.7488
SIM-00400	BRCA2	CORE_HR	Basal	0.2123	3.5733	True	42	LOW	MID	64.2397
SIM-00401	BRCA2	CORE_HR	Basal	0.1882	2.8244	False	51	LOW	HIGH	60.5747
SIM-00402	BRIP1	CORE_HR	LumA	0.244	5.3198	True	41	LOW	HIGH	26.1392
SIM-00403	RAD54L	CORE_HR	LumA	0.3476	2.4104	False	49	LOW	HIGH	40.3207
SIM-00404	RAD51B	CORE_HR	LumA	0.2896	2.6833	False	41	LOW	HIGH	52.1584
SIM-00405	RAD54L	CORE_HR	LumA	0.1493	2.3865	False	51	LOW	HIGH	66.4485
SIM-00406	BARD1	CORE_HR	LumB	0.1929	2.4945	False	46	LOW	HIGH	60.4571
SIM-00407	RAD51C	CORE_HR	LumA	0.3078	4.6085	False	48	LOW	HIGH	29.7858
SIM-00408	BARD1	CORE_HR	Basal	0.331	1.9122	True	39	LOW	HIGH	70.1937
SIM-00409	BARD1	CORE_HR	LumA	0.2422	4.4208	True	39	LOW	HIGH	53.1982
SIM-00410	BRCA1	CORE_HR	HER2E	0.1794	3.4197	True	30	LOW	HIGH	57.9979
SIM-00411	RAD51B	CORE_HR	Basal	0.3301	5.3899	True	29	LOW	HIGH	43.9979
SIM-00412	RAD51D	CORE_HR	Basal	0.2154	4.2212	True	44	LOW	HIGH	66.1957
SIM-00413	RAD51B	CORE_HR	LumB	0.3298	1.5504	True	46	LOW	HIGH	39.9873
SIM-00414	BRIP1	CORE_HR	HER2E	0.2964	3.8983	False	35	LOW	HIGH	50.8703
SIM-00415	BRCA2	CORE_HR	LumA	0.2816	5.39	False	29	LOW	HIGH	35.487
SIM-00416	BRCA1	CORE_HR	LumB	0.1677	3.6746	True	35	LOW	HIGH	41.2387
SIM-00417	BRCA2	CORE_HR	Basal	0.2747	4.4591	False	31	LOW	HIGH	70.6366
SIM-00418	BRIP1	CORE_HR	LumA	0.2129	1.519	True	33	LOW	HIGH	50.9641
SIM-00419	BARD1	CORE_HR	HER2E	0.1311	3.6947	True	39	LOW	HIGH	49.4658
SIM-00420	PALB2	CORE_HR	LumA	0.106	4.9312	False	49	LOW	HIGH	54.5564
SIM-00421	RAD54L	CORE_HR	LumB	0.1179	4.444	False	27	LOW	HIGH	55.6026
SIM-00422	BRCA1	CORE_HR	HER2E	0.3298	4.022	False	32	LOW	HIGH	65.9202
SIM-00423	PALB2	CORE_HR	Basal	0.1265	2.8024	True	27	LOW	HIGH	83.6446
SIM-00424	RAD51D	CORE_HR	HER2E	0.1395	4.0789	False	61	LOW	HIGH	40.5899
SIM-00425	RAD54L	CORE_HR	LumA	0.276	5.314	False	32	LOW	HIGH	32.3168
SIM-00426	BARD1	CORE_HR	LumA	0.1836	4.8447	False	46	LOW	HIGH	40.5432
SIM-00427	BARD1	CORE_HR	LumA	0.1072	4.119	False	52	LOW	HIGH	33.2947
SIM-00428	BRCA1	CORE_HR	Normal-like	0.1312	2.2328	False	42	LOW	HIGH	36.8204
SIM-00429	RAD51B	CORE_HR	LumA	0.1231	3.2742	False	38	LOW	HIGH	36.4788
SIM-00430	RAD51D	CORE_HR	LumB	0.3288	1.8069	True	30	LOW	HIGH	41.0392
SIM-00431	RAD51D	CORE_HR	HER2E	0.1307	4.62	True	30	LOW	HIGH	50.6681
SIM-00432	RAD51B	CORE_HR	LumB	0.211	5.4596	False	34	LOW	HIGH	27.5358
SIM-00433	RAD51D	CORE_HR	LumA	0.1747	2.5132	False	31	LOW	HIGH	53.1936
SIM-00434	BRCA1	CORE_HR	Basal	0.1559	3.4805	False	51	LOW	HIGH	60.8949
SIM-00435	BARD1	CORE_HR	LumA	0.1859	3.7572	False	37	LOW	HIGH	45.2721
SIM-00436	BARD1	CORE_HR	LumA	0.208	2.6224	False	48	LOW	HIGH	50.4788
SIM-00437	BRCA2	CORE_HR	LumB	0.2217	2.7429	False	41	LOW	HIGH	40.918
SIM-00438	RAD51B	CORE_HR	LumB	0.2291	2.5812	False	51	LOW	HIGH	71.1222
SIM-00439	BRIP1	CORE_HR	Basal	0.2129	1.7696	False	46	LOW	HIGH	49.9102
SIM-00440	BRCA2	CORE_HR	LumB	0.2025	4.9428	False	47	LOW	HIGH	66.6374
SIM-00441	PALB2	CORE_HR	LumB	0.1225	5.3275	False	51	LOW	HIGH	78.3071
SIM-00442	BRIP1	CORE_HR	Basal	0.1844	1.6696	True	28	LOW	HIGH	54.9514
SIM-00443	BRCA1	CORE_HR	LumA	0.1208	2.8762	False	35	LOW	HIGH	60.6858
SIM-00444	BARD1	CORE_HR	LumA	0.3158	5.1842	False	37	LOW	HIGH	16.4545
SIM-00445	RAD51C	CORE_HR	LumB	0.3441	4.507	True	41	LOW	HIGH	64.8351
SIM-00446	RAD54L	CORE_HR	Basal	0.2158	3.8316	False	30	LOW	HIGH	65.8198
SIM-00447	BRCA2	CORE_HR	Basal	0.2409	2.0913	False	29	LOW	HIGH	53.2016
SIM-00448	RAD51B	CORE_HR	LumA	0.2085	3.546	False	43	LOW	HIGH	73.5366
SIM-00449	PALB2	CORE_HR	LumB	0.2929	4.0361	False	39	LOW	HIGH	58.4434
SIM-00450	BRCA1	CORE_HR	LumA	0.1996	3.6271	True	57	LOW	HIGH	44.703
SIM-00451	BRCA2	CORE_HR	Basal	0.1463	2.8742	False	44	LOW	HIGH	56.9919
SIM-00452	RAD51B	CORE_HR	LumA	0.3424	4.6624	True	29	LOW	HIGH	27.0947
SIM-00453	PALB2	CORE_HR	LumB	0.1319	4.8985	False	46	LOW	HIGH	37.8079
SIM-00454	RAD51D	CORE_HR	LumA	0.1838	2.381	False	43	LOW	HIGH	47.8769
SIM-00455	RAD51B	CORE_HR	LumA	0.309	4.5897	False	45	LOW	HIGH	48.9364
SIM-00456	BRIP1	CORE_HR	Basal	0.1793	3.3632	False	45	LOW	HIGH	56.866
SIM-00457	BRIP1	CORE_HR	Basal	0.3213	4.0235	False	58	LOW	HIGH	38.8946
SIM-00458	RAD54L	CORE_HR	Basal	0.3272	4.0319	False	46	LOW	HIGH	72.0109
SIM-00459	BARD1	CORE_HR	LumA	0.1221	2.8257	False	46	LOW	HIGH	59.4618
SIM-00460	BRCA2	CORE_HR	LumA	0.1211	4.329	False	43	LOW	HIGH	50.7913
SIM-00461	BRCA1	CORE_HR	LumB	0.2919	2.6249	False	23	LOW	HIGH	38.3656
SIM-00462	RAD54L	CORE_HR	LumB	0.1548	3.7413	False	36	LOW	HIGH	62.0206
SIM-00463	RAD51B	CORE_HR	LumA	0.2517	4.8599	True	42	LOW	HIGH	49.4007
SIM-00464	PALB2	CORE_HR	LumB	0.1759	3.4927	False	27	LOW	HIGH	65.6923
SIM-00465	PALB2	CORE_HR	Basal	0.157	2.1422	True	27	LOW	HIGH	67.7735
SIM-00466	RAD51D	CORE_HR	LumA	0.2925	2.2397	False	38	LOW	HIGH	65.0218
SIM-00467	RAD51C	CORE_HR	Basal	0.256	3.6955	False	34	LOW	HIGH	62.163
SIM-00468	PALB2	CORE_HR	LumB	0.3263	4.7381	False	48	LOW	HIGH	41.2728
SIM-00469	RAD51B	CORE_HR	LumB	0.1016	3.5158	False	48	LOW	HIGH	49.3812
SIM-00470	PALB2	CORE_HR	LumB	0.2677	3.0608	False	58	LOW	HIGH	46.153
SIM-00471	BRIP1	CORE_HR	LumA	0.3465	3.4734	False	30	LOW	HIGH	67.7622
SIM-00472	BARD1	CORE_HR	LumB	0.2444	4.7407	False	42	LOW	HIGH	38.5003
SIM-00473	RAD51C	CORE_HR	LumB	0.1555	2.5895	True	48	LOW	HIGH	45.3789
SIM-00474	RAD54L	CORE_HR	Basal	0.1242	4.994	False	36	LOW	HIGH	83.3504
SIM-00475	PALB2	CORE_HR	LumA	0.1208	3.6273	False	42	LOW	HIGH	38.7024
SIM-00476	BRCA2	CORE_HR	HER2E	0.111	4.3274	False	35	LOW	HIGH	61.2514
SIM-00477	BARD1	CORE_HR	LumB	0.1235	3.977	False	35	LOW	HIGH	67.3692
SIM-00478	RAD51B	CORE_HR	Normal-like	0.1288	2.7994	True	45	LOW	HIGH	30.3045
SIM-00479	BARD1	CORE_HR	HER2E	0.2764	3.247	True	43	LOW	HIGH	33.7298
SIM-00480	BRIP1	CORE_HR	Normal-like	0.1418	4.1236	False	59	LOW	HIGH	55.9455
SIM-00481	BRIP1	CORE_HR	LumA	0.1725	5.1403	False	41	LOW	HIGH	37.6674
SIM-00482	BRIP1	CORE_HR	LumB	0.1726	2.8713	True	39	LOW	HIGH	27.8325
SIM-00483	BARD1	CORE_HR	LumB	0.1666	1.9544	False	43	LOW	HIGH	42.7609
SIM-00484	BRCA2	CORE_HR	LumB	0.3057	2.9679	False	21	LOW	HIGH	60.5623
SIM-00485	BRIP1	CORE_HR	LumA	0.189	2.9268	False	46	LOW	HIGH	39.0409
SIM-00486	BRIP1	CORE_HR	LumA	0.216	3.9457	False	22	LOW	HIGH	39.4658
SIM-00487	RAD51B	CORE_HR	LumA	0.2136	1.875	True	43	LOW	HIGH	39.3418
SIM-00488	RAD51B	CORE_HR	LumA	0.2578	4.7087	True	25	LOW	HIGH	64.4625
SIM-00489	BRIP1	CORE_HR	LumA	0.1914	4.2883	False	45	LOW	HIGH	25.7066
SIM-00490	RAD51D	CORE_HR	LumA	0.1631	5.4397	True	38	LOW	HIGH	32.9649
SIM-00491	RAD51D	CORE_HR	Basal	0.1465	2.911	False	54	LOW	HIGH	81.5825
SIM-00492	RAD51C	CORE_HR	LumB	0.1604	2.3924	True	39	LOW	HIGH	50.1332
SIM-00493	BRCA2	CORE_HR	LumB	0.1004	3.1887	False	49	LOW	HIGH	62.1186
SIM-00494	BARD1	CORE_HR	LumA	0.102	1.6398	True	46	LOW	HIGH	65.4803
SIM-00495	BARD1	CORE_HR	LumB	0.1752	3.7982	False	29	LOW	HIGH	35.6985
SIM-00496	BRCA2	CORE_HR	LumA	0.3026	4.8249	True	42	LOW	HIGH	67.0979
SIM-00497	BRCA1	CORE_HR	LumA	0.3088	1.948	False	44	LOW	HIGH	46.1176
SIM-00498	BARD1	CORE_HR	HER2E	0.1259	5.2162	False	49	LOW	HIGH	77.885
SIM-00499	RAD51B	CORE_HR	LumB	0.3375	4.676	False	34	LOW	HIGH	59.1577
SIM-00500	RAD54L	CORE_HR	LumB	0.3051	4.9051	False	58	LOW	HIGH	65.1711
SIM-00501	BRIP1	CORE_HR	LumA	0.3396	2.8031	False	72	LOW	HIGH	61.6876
SIM-00502	RAD54L	CORE_HR	LumA	0.1415	5.0892	False	44	LOW	HIGH	39.8088
SIM-00503	PALB2	CORE_HR	LumB	0.2274	4.8634	True	48	LOW	HIGH	43.8693
SIM-00504	RAD54L	CORE_HR	LumA	0.2778	4.7561	False	34	LOW	HIGH	36.7417
SIM-00505	RAD51B	CORE_HR	HER2E	0.1339	4.3532	False	37	LOW	HIGH	74.6759
SIM-00506	RAD51D	CORE_HR	LumA	0.2463	4.8054	False	42	LOW	HIGH	38.005
SIM-00507	BARD1	CORE_HR	Basal	0.254	2.573	False	36	LOW	HIGH	63.2592
SIM-00508	RAD51C	CORE_HR	LumA	0.117	2.3171	False	53	LOW	HIGH	54.74
SIM-00509	BARD1	CORE_HR	Basal	0.2873	3.1436	False	37	LOW	HIGH	107.4336
SIM-00510	BARD1	CORE_HR	LumA	0.1854	4.0814	False	36	LOW	HIGH	61.7011
SIM-00511	RAD54L	CORE_HR	Basal	0.2377	1.8323	False	42	LOW	HIGH	53.6808
SIM-00512	BRCA1	CORE_HR	Basal	0.3252	3.6673	True	45	LOW	HIGH	54.7592
SIM-00513	RAD51C	CORE_HR	LumA	0.1603	3.5139	False	25	LOW	HIGH	55.5625
SIM-00514	RAD51B	CORE_HR	LumA	0.1344	1.5983	False	49	LOW	HIGH	52.572
SIM-00515	BARD1	CORE_HR	LumB	0.2806	4.2949	False	40	LOW	HIGH	75.06
SIM-00516	BRIP1	CORE_HR	LumA	0.3365	3.0204	True	60	LOW	HIGH	33.976
SIM-00517	RAD51C	CORE_HR	LumA	0.2107	4.1422	False	37	LOW	HIGH	57.3316
SIM-00518	PALB2	CORE_HR	LumB	0.1224	2.3665	True	40	LOW	HIGH	66.828
SIM-00519	RAD51C	CORE_HR	LumA	0.1757	2.3182	False	37	LOW	HIGH	59.2393
SIM-00520	PALB2	CORE_HR	LumB	0.2775	5.0742	False	48	LOW	HIGH	68.4855
SIM-00521	RAD51C	CORE_HR	LumB	0.2883	3.5585	False	44	LOW	HIGH	59.956
SIM-00522	BRCA2	CORE_HR	LumA	0.2557	2.441	False	37	LOW	HIGH	66.4211
SIM-00523	BRCA2	CORE_HR	LumA	0.3145	4.1212	False	25	LOW	HIGH	45.913
SIM-00524	RAD54L	CORE_HR	LumB	0.1614	2.2034	False	32	LOW	HIGH	64.3402
SIM-00525	BRCA1	CORE_HR	LumA	0.3338	2.486	True	39	LOW	HIGH	52.5951
SIM-00526	PALB2	CORE_HR	HER2E	0.1591	3.6183	False	39	LOW	HIGH	50.7555
SIM-00527	BRCA2	CORE_HR	LumB	0.1128	4.5742	True	39	LOW	HIGH	39.7789
SIM-00528	RAD51C	CORE_HR	LumB	0.2501	2.6636	False	40	LOW	HIGH	35.3769
SIM-00529	RAD51D	CORE_HR	LumA	0.186	1.8449	False	33	LOW	HIGH	53.7784
SIM-00530	BARD1	CORE_HR	LumA	0.3462	2.7635	False	52	LOW	HIGH	66.885
SIM-00531	BRCA1	CORE_HR	LumA	0.1496	4.5855	False	55	LOW	HIGH	26.4245
SIM-00532	BRIP1	CORE_HR	LumA	0.2825	5.0032	False	30	LOW	HIGH	48.0467
SIM-00533	RAD51D	CORE_HR	HER2E	0.3422	5.2508	False	45	LOW	HIGH	35.4795
SIM-00534	BRIP1	CORE_HR	LumA	0.2862	4.555	True	48	LOW	HIGH	63.6605
SIM-00535	RAD51C	CORE_HR	LumA	0.1544	3.4007	True	57	LOW	HIGH	53.8821
SIM-00536	PALB2	CORE_HR	LumA	0.3157	2.1152	False	45	LOW	HIGH	65.8255
SIM-00537	RAD51C	CORE_HR	Basal	0.1067	2.315	False	45	LOW	HIGH	68.0862
SIM-00538	PALB2	CORE_HR	LumB	0.2203	1.9023	True	44	LOW	HIGH	55.1254
SIM-00539	RAD54L	CORE_HR	LumA	0.2348	4.16	True	51	LOW	HIGH	43.4827
SIM-00540	PALB2	CORE_HR	LumA	0.2494	5.3832	False	44	LOW	HIGH	73.4408
SIM-00541	BRIP1	CORE_HR	LumB	0.1702	5.147	False	31	LOW	HIGH	63.8917
SIM-00542	BRIP1	CORE_HR	LumA	0.1526	5.3977	False	37	LOW	HIGH	39.5259
SIM-00543	BRCA2	CORE_HR	LumA	0.1458	1.7181	True	37	LOW	HIGH	42.9566
SIM-00544	BRCA2	CORE_HR	LumA	0.146	4.9246	False	47	LOW	HIGH	31.4983
SIM-00545	BRCA2	CORE_HR	LumA	0.2382	5.4679	False	32	LOW	HIGH	32.7397
SIM-00546	BRIP1	CORE_HR	HER2E	0.234	3.3169	False	41	LOW	HIGH	81.8438
SIM-00547	RAD51C	CORE_HR	LumB	0.2207	4.7611	False	37	LOW	HIGH	53.1471
SIM-00548	BRIP1	CORE_HR	LumA	0.285	1.6363	False	33	LOW	HIGH	56.0292
SIM-00549	PALB2	CORE_HR	LumB	0.2897	4.9248	True	39	LOW	HIGH	37.8491
SIM-00550	RAD51D	CORE_HR	LumA	0.1862	2.7179	False	27	LOW	HIGH	56.9475
SIM-00551	BRCA2	CORE_HR	LumB	0.2826	2.7932	False	43	LOW	HIGH	71.9186
