Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SIM-00347	65	0.744	54.82	84.338%	6.909	66.792%	0.65349	0.493
SIM-00348	57	0.679	53.609	94.051%	7.406	75.197%	0.77802	0.461
SIM-00349	32	0.543	41.749	130.466%	5.694	83.953%	1.23242	0.288
SIM-00350	71	0.747	60.251	84.861%	8.278	66.49%	0.66452	0.577
SIM-00351	55	0.773	47.169	85.762%	6.206	63.672%	0.75485	0.634
SIM-00352	45	0.716	46.293	102.873%	6.253	70.352%	0.98439	0.585
SIM-00353	69	0.746	63.212	91.612%	8.142	68.568%	0.73587	0.588
SIM-00354	60	0.661	58.466	97.443%	8.096	77.192%	0.8538	0.439
SIM-00355	77	0.776	65.626	85.229%	8.68	63.138%	0.62354	0.639
SIM-00356	67	0.764	53.239	79.461%	6.987	64.595%	0.66842	0.557
SIM-00357	63	0.722	61.182	97.114%	8.239	69.882%	0.82906	0.574
SIM-00358	64	0.836	54.515	85.18%	7.084	54.983%	0.65273	0.772
SIM-00359	48	0.647	48.196	100.408%	6.405	76.554%	0.88176	0.36
SIM-00360	57	0.723	54.041	94.809%	6.948	69.135%	0.80819	0.531
SIM-00361	67	0.698	61.078	91.161%	8.368	73.112%	0.86308	0.485
SIM-00362	50	0.618	54.578	109.156%	7.021	82.743%	0.98636	0.352
SIM-00363	74	0.739	70.679	95.512%	10.127	73.469%	0.85905	0.631
SIM-00364	59	0.696	57.373	97.242%	7.232	71.961%	0.80077	0.448
SIM-00365	62	0.716	55.616	89.703%	7.192	69.855%	0.72555	0.465
SIM-00366	49	0.713	45.945	93.765%	6.15	70.086%	0.82344	0.523
SIM-00367	53	0.772	47.197	89.051%	5.794	63.597%	0.68515	0.613
SIM-00368	59	0.766	52.206	88.485%	6.804	64.581%	0.75945	0.626
SIM-00369	53	0.727	52.307	98.692%	6.555	68.715%	0.81191	0.552
SIM-00370	61	0.638	60.009	98.375%	8.196	77.793%	0.85552	0.346
SIM-00371	62	0.691	55.211	89.05%	7.099	72.454%	0.72112	0.346
SIM-00372	64	0.833	43.699	68.28%	6.165	55.363%	0.57543	0.731
SIM-00373	73	0.794	55.41	75.904%	7.185	60.942%	0.57157	0.626
SIM-00374	75	0.721	65.455	87.273%	9.439	69.397%	0.69964	0.547
SIM-00375	70	0.722	64.08	91.543%	8.332	69.921%	0.75343	0.521
SIM-00376	37	0.695	39.688	107.265%	5.149	72.1%	0.98282	0.533
SIM-00377	51	0.679	51.119	100.233%	6.526	73.423%	0.80295	0.425
SIM-00378	62	0.799	54.62	88.097%	7.374	60.208%	0.69891	0.711
SIM-00379	62	0.745	55.465	89.46%	7.47	68.191%	0.77678	0.594
SIM-00380	54	0.777	41.875	77.546%	5.775	63.01%	0.57943	0.619
SIM-00381	53	0.631	54.652	103.117%	7.527	78.051%	0.88359	0.373
SIM-00382	38	0.59	46.971	123.608%	6.151	80.767%	1.08704	0.347
SIM-00383	41	0.715	39.983	97.52%	6.158	71.106%	1.11044	0.61
SIM-00384	48	0.63	52.387	109.14%	6.718	78.095%	1.00438	0.355
SIM-00385	65	0.769	57.351	88.232%	7.044	64.572%	0.72278	0.603
SIM-00386	47	0.676	47.748	101.591%	6.139	75.0%	0.90618	0.453
SIM-00387	43	0.669	46.578	108.321%	6.073	75.326%	0.9531	0.484
SIM-00388	46	0.669	47.039	102.259%	5.951	74.387%	0.88191	0.404
SIM-00389	61	0.699	60.68	99.475%	8.31	72.057%	0.88403	0.537
SIM-00390	51	0.601	57.494	112.733%	7.296	80.084%	0.97511	0.251
SIM-00391	52	0.707	51.147	98.36%	6.43	71.007%	0.85317	0.498
SIM-00392	92	0.773	74.683	81.177%	9.618	63.419%	0.63077	0.59
SIM-00393	58	0.746	47.564	82.007%	6.318	67.35%	0.66452	0.531
SIM-00394	38	0.6	50.578	133.1%	7.593	80.037%	1.23559	0.481
SIM-00395	54	0.689	54.044	100.081%	6.696	73.059%	0.82755	0.444
SIM-00396	81	0.778	65.867	81.317%	7.87	62.809%	0.57724	0.551
SIM-00397	46	0.658	50.286	109.317%	7.242	75.503%	1.02281	0.507
SIM-00398	61	0.688	59.134	96.941%	8.362	73.059%	0.8753	0.512
SIM-00399	62	0.759	58.54	94.419%	7.762	65.137%	0.75792	0.641
SIM-00400	71	0.722	63.656	89.656%	8.7	69.434%	0.71226	0.534
SIM-00401	59	0.734	50.772	86.054%	6.641	68.135%	0.71889	0.51
SIM-00402	63	0.782	52.531	83.383%	7.619	62.417%	0.68943	0.68
SIM-00403	27	0.499	36.532	135.304%	5.634	87.988%	1.52109	0.317
SIM-00404	49	0.666	50.692	103.453%	7.143	74.879%	0.93842	0.488
SIM-00405	50	0.688	48.474	96.948%	6.656	72.623%	0.79087	0.49
SIM-00406	41	0.687	44.947	109.627%	5.912	75.695%	1.14749	0.542
SIM-00407	56	0.737	54.089	96.587%	6.962	67.621%	0.8096	0.582
SIM-00408	39	0.522	53.707	137.71%	7.585	85.338%	1.28013	0.301
SIM-00409	47	0.625	51.336	109.226%	6.663	79.075%	1.07672	0.359
SIM-00410	74	0.723	66.099	89.323%	8.939	70.669%	0.75116	0.538
SIM-00411	65	0.794	51.604	79.391%	6.639	60.86%	0.59746	0.643
SIM-00412	58	0.648	55.266	95.286%	7.772	76.211%	0.8164	0.359
SIM-00413	54	0.775	49.963	92.524%	6.163	63.566%	0.69987	0.649
SIM-00414	89	0.733	74.65	83.876%	9.659	68.129%	0.61356	0.47
SIM-00415	68	0.74	57.682	84.826%	7.691	67.979%	0.7264	0.54
SIM-00416	57	0.643	60.508	106.154%	7.938	76.74%	0.89976	0.388
SIM-00417	73	0.738	63.193	86.566%	8.111	67.828%	0.70403	0.518
SIM-00418	42	0.582	48.782	116.148%	6.608	81.339%	1.04149	0.291
SIM-00419	34	0.671	36.138	106.288%	5.146	74.276%	1.02567	0.518
SIM-00420	43	0.588	47.842	111.26%	6.433	81.048%	1.02327	0.262
SIM-00421	84	0.734	65.023	77.408%	8.968	67.986%	0.57274	0.455
SIM-00422	77	0.767	58.607	76.113%	7.734	64.227%	0.5348	0.532
SIM-00423	6	0.519	8.107	135.117%	2.153	87.896%	2.31275	0.476
SIM-00424	62	0.695	60.403	97.424%	8.073	71.92%	0.833	0.492
SIM-00425	55	0.761	51.733	94.06%	6.715	65.532%	0.80576	0.638
SIM-00426	63	0.765	61.325	97.341%	7.987	64.571%	0.84007	0.66
SIM-00427	44	0.674	45.569	103.566%	6.013	74.015%	0.9166	0.469
SIM-00428	58	0.763	48.768	84.083%	6.715	64.615%	0.67805	0.619
SIM-00429	50	0.805	39.752	79.504%	5.244	59.377%	0.60927	0.687
SIM-00430	51	0.647	53.738	105.369%	7.255	79.634%	0.94908	0.443
SIM-00431	56	0.779	48.063	85.827%	6.014	62.7%	0.65609	0.625
SIM-00432	86	0.725	70.56	82.047%	9.218	69.881%	0.59052	0.435
SIM-00433	66	0.766	52.826	80.039%	6.654	65.248%	0.62515	0.542
SIM-00434	64	0.731	55.777	87.152%	7.607	68.313%	0.67133	0.545
SIM-00435	67	0.765	52.102	77.764%	7.183	65.846%	0.61906	0.587
SIM-00436	43	0.746	41.991	97.653%	5.907	67.317%	0.89896	0.644
SIM-00437	89	0.76	75.375	84.691%	10.313	66.158%	0.62126	0.616
SIM-00438	31	0.619	33.013	106.494%	5.137	80.226%	1.08405	0.456
SIM-00439	66	0.8	51.564	78.127%	6.967	60.186%	0.64301	0.678
SIM-00440	66	0.713	59.837	90.662%	8.058	71.223%	0.79344	0.512
SIM-00441	29	0.626	36.195	124.81%	5.793	81.118%	1.52858	0.534
SIM-00442	64	0.801	57.866	90.416%	7.565	59.807%	0.69457	0.716
SIM-00443	79	0.755	60.721	76.862%	7.765	65.862%	0.5371	0.458
SIM-00444	76	0.695	70.02	92.132%	9.032	71.855%	0.70741	0.408
SIM-00445	90	0.803	64.4	71.556%	8.269	59.676%	0.51084	0.61
SIM-00446	28	0.58	37.119	132.568%	5.578	82.243%	1.49082	0.449
SIM-00447	65	0.699	63.381	97.509%	8.262	71.641%	0.78905	0.491
SIM-00448	58	0.693	50.108	86.393%	7.068	72.137%	0.72294	0.43
SIM-00449	71	0.771	54.883	77.3%	7.461	63.744%	0.55893	0.584
SIM-00450	62	0.694	61.53	99.242%	7.953	73.213%	0.8282	0.493
SIM-00451	59	0.736	57.2	96.949%	7.658	67.954%	0.85497	0.602
SIM-00452	61	0.686	59.83	98.082%	7.61	72.891%	0.78051	0.431
SIM-00453	36	0.696	39.516	109.767%	5.746	71.825%	1.08045	0.59
SIM-00454	51	0.764	46.473	91.124%	6.223	64.53%	0.73908	0.644
SIM-00455	83	0.743	70.094	84.451%	9.689	67.343%	0.64143	0.57
SIM-00456	70	0.726	66.058	94.369%	8.765	68.864%	0.71525	0.557
SIM-00457	57	0.726	51.716	90.73%	7.164	69.257%	0.77904	0.564
SIM-00458	44	0.654	49.483	112.461%	6.929	77.469%	1.03806	0.506
SIM-00459	64	0.779	53.073	82.927%	6.99	64.901%	0.64822	0.639
SIM-00460	42	0.707	40.654	96.795%	5.763	70.938%	0.86635	0.556
SIM-00461	87	0.789	70.158	80.641%	9.09	64.764%	0.61538	0.648
SIM-00462	44	0.78	37.347	84.88%	4.772	62.659%	0.70689	0.632
SIM-00463	49	0.694	49.262	100.535%	6.682	74.244%	0.88006	0.531
SIM-00464	51	0.691	51.393	100.771%	6.198	72.542%	0.83096	0.423
SIM-00465	79	0.806	61.174	77.435%	8.115	59.343%	0.64023	0.682
SIM-00466	74	0.725	67.317	90.969%	8.386	68.932%	0.66216	0.483
SIM-00467	48	0.614	52.565	109.51%	7.601	79.246%	1.12495	0.405
SIM-00468	49	0.78	43.171	88.104%	5.489	62.553%	0.70676	0.649
SIM-00469	63	0.731	55.707	88.424%	7.134	68.331%	0.6776	0.501
SIM-00470	64	0.738	54.856	85.712%	7.159	68.258%	0.73939	0.525
SIM-00471	43	0.575	51.56	119.907%	6.609	81.975%	1.07878	0.249
SIM-00472	68	0.757	54.038	79.468%	6.826	65.683%	0.56539	0.495
SIM-00473	26	0.689	29.548	113.646%	4.415	73.583%	1.29704	0.596
SIM-00474	46	0.745	42.807	93.059%	5.737	66.691%	0.80177	0.605
SIM-00475	24	0.612	31.037	129.321%	4.328	81.792%	1.42946	0.479
SIM-00476	57	0.683	58.234	102.165%	7.698	73.066%	0.81003	0.486
SIM-00477	69	0.759	58.068	84.157%	7.9	66.063%	0.68908	0.605
SIM-00478	52	0.688	47.564	91.469%	6.209	73.174%	0.78692	0.401
SIM-00479	87	0.817	59.961	68.921%	7.877	57.602%	0.47304	0.653
SIM-00480	65	0.703	64.117	98.642%	8.642	71.278%	0.79366	0.533
SIM-00481	54	0.646	58.257	107.883%	7.323	77.191%	0.96962	0.383
SIM-00482	71	0.79	59.239	83.435%	7.835	63.342%	0.7065	0.673
SIM-00483	83	0.755	67.025	80.753%	8.626	65.582%	0.56938	0.515
SIM-00484	57	0.711	53.199	93.332%	7.05	70.855%	0.84275	0.51
SIM-00485	55	0.684	52.549	95.544%	7.584	74.012%	0.88128	0.509
SIM-00486	79	0.728	71.742	90.813%	9.528	68.584%	0.7045	0.542
SIM-00487	67	0.705	61.443	91.706%	8.436	71.553%	0.80615	0.507
SIM-00488	57	0.717	54.416	95.467%	7.004	70.393%	0.80627	0.528
SIM-00489	60	0.736	56.396	93.993%	7.37	68.429%	0.81546	0.58
SIM-00490	84	0.721	72.432	86.229%	9.389	69.981%	0.67064	0.464
SIM-00491	78	0.694	70.6	90.513%	9.53	73.967%	0.78691	0.458
SIM-00492	72	0.661	64.695	89.854%	8.73	75.416%	0.69799	0.287
SIM-00493	72	0.688	70.235	97.549%	9.032	72.782%	0.82125	0.445
SIM-00494	45	0.668	48.864	108.587%	6.112	74.67%	0.92936	0.447
SIM-00495	55	0.755	48.81	88.745%	6.426	66.635%	0.74893	0.606
SIM-00496	64	0.731	60.922	95.191%	8.029	69.36%	0.77155	0.577
SIM-00497	60	0.805	49.49	82.483%	6.671	59.43%	0.70139	0.707
SIM-00498	74	0.693	62.34	84.243%	8.43	72.287%	0.66366	0.35
SIM-00499	59	0.761	51.468	87.234%	6.837	64.894%	0.69789	0.612
SIM-00500	77	0.815	58.446	75.904%	7.574	58.262%	0.57656	0.69
SIM-00501	46	0.734	47.775	103.859%	6.154	67.96%	0.86853	0.609
SIM-00502	64	0.664	63.775	99.648%	8.457	74.75%	0.79051	0.403
SIM-00503	66	0.818	48.118	72.906%	6.621	57.628%	0.57994	0.705
SIM-00504	40	0.698	41.832	104.58%	5.909	71.657%	0.95547	0.566
SIM-00505	78	0.775	65.208	83.6%	8.838	63.783%	0.57861	0.657
SIM-00506	61	0.723	55.738	91.374%	7.235	69.943%	0.7673	0.521
SIM-00507	62	0.735	56.268	90.755%	7.7	68.059%	0.73525	0.581
SIM-00508	42	0.665	46.463	110.626%	6.261	74.833%	1.04848	0.497
SIM-00509	47	0.718	44.855	95.436%	6.043	69.779%	0.80389	0.552
SIM-00510	44	0.702	45.335	103.034%	6.159	71.597%	0.91499	0.554
SIM-00511	59	0.697	60.45	102.458%	7.322	73.589%	0.86885	0.481
SIM-00512	68	0.773	57.583	84.681%	7.293	63.477%	0.70695	0.605
SIM-00513	56	0.753	50.644	90.436%	7.116	67.24%	0.73128	0.637
SIM-00514	43	0.584	46.282	107.633%	6.239	84.127%	0.95705	0.273
SIM-00515	61	0.654	57.303	93.939%	7.897	76.343%	0.80256	0.361
SIM-00516	56	0.699	53.052	94.736%	7.419	72.06%	0.80658	0.521
SIM-00517	60	0.677	58.776	97.96%	8.176	74.022%	0.96879	0.478
SIM-00518	58	0.646	59.612	102.779%	7.431	77.474%	0.90049	0.325
SIM-00519	52	0.763	43.426	83.512%	5.411	64.674%	0.66686	0.55
SIM-00520	41	0.623	49.232	120.078%	6.342	78.663%	1.07645	0.416
SIM-00521	39	0.584	44.597	114.351%	6.146	82.873%	1.17239	0.341
SIM-00522	51	0.688	49.829	97.704%	6.347	76.409%	0.83087	0.462
SIM-00523	46	0.684	49.492	107.591%	6.61	72.995%	0.89062	0.525
SIM-00524	52	0.719	49.993	96.14%	6.448	70.353%	0.85646	0.539
SIM-00525	74	0.754	61.415	82.993%	8.159	65.747%	0.65156	0.562
SIM-00526	53	0.682	55.179	104.111%	8.178	73.739%	0.9618	0.553
SIM-00527	68	0.715	57.795	84.993%	7.73	71.16%	0.73772	0.461
SIM-00528	34	0.59	41.509	122.085%	5.372	80.986%	1.12461	0.336
SIM-00529	60	0.735	53.048	88.413%	6.829	68.29%	0.69294	0.525
SIM-00530	68	0.765	59.299	87.204%	8.147	66.968%	0.77096	0.644
SIM-00531	55	0.603	56.936	103.52%	7.774	82.404%	0.97319	0.305
SIM-00532	34	0.627	41.184	121.129%	6.046	78.054%	1.19403	0.492
SIM-00533	61	0.728	55.007	90.175%	7.309	68.757%	0.77899	0.539
SIM-00534	44	0.716	45.703	103.87%	5.843	69.837%	0.88766	0.564
SIM-00535	52	0.786	45.077	86.687%	6.362	61.793%	0.69754	0.693
SIM-00536	60	0.647	61.854	103.09%	8.144	76.276%	0.83068	0.368
SIM-00537	65	0.701	67.142	103.295%	8.473	75.785%	0.89524	0.528
SIM-00538	70	0.728	58.171	83.101%	8.12	68.627%	0.6161	0.511
SIM-00539	31	0.688	38.237	123.345%	5.576	72.593%	1.19156	0.604
SIM-00540	64	0.715	56.075	87.617%	7.583	71.021%	0.84237	0.498
SIM-00541	66	0.682	62.024	93.976%	7.913	74.112%	0.71332	0.387
SIM-00542	64	0.762	59.985	93.727%	7.511	64.885%	0.7735	0.623
SIM-00543	42	0.628	49.347	117.493%	6.79	77.887%	1.10169	0.45
SIM-00544	65	0.739	57.406	88.317%	7.225	67.373%	0.67302	0.514
SIM-00545	58	0.734	53.993	93.091%	7.331	68.067%	0.81488	0.583
SIM-00546	76	0.775	59.406	78.166%	7.442	63.351%	0.57591	0.544
SIM-00547	82	0.7	71.223	86.857%	9.847	71.438%	0.66586	0.439
SIM-00548	91	0.801	62.352	68.519%	7.932	59.96%	0.48268	0.542
SIM-00549	63	0.747	53.643	85.148%	7.127	66.46%	0.68428	0.557
SIM-00550	65	0.805	50.233	77.282%	6.64	60.364%	0.62206	0.679
SIM-00551	58	0.645	61.856	106.648%	8.438	78.345%	0.95509	0.445
SIM-00552	82	0.781	71.758	87.51%	9.066	62.561%	0.67344	0.645
SIM-00553	61	0.692	61.659	101.08%	7.821	72.305%	0.79548	0.472
SIM-00554	32	0.633	33.644	105.137%	5.544	78.404%	1.2077	0.499
SIM-00555	78	0.76	62.795	80.506%	8.331	65.054%	0.61365	0.561
SIM-00556	57	0.722	51.785	90.851%	6.557	69.504%	0.71956	0.489
SIM-00557	66	0.773	54.523	82.611%	7.261	64.686%	0.70366	0.627
SIM-00558	58	0.692	57.731	99.536%	7.633	73.449%	0.81791	0.504
SIM-00559	65	0.749	58.577	90.118%	7.792	66.572%	0.79088	0.6
SIM-00560	71	0.76	60.941	85.832%	7.601	65.909%	0.64835	0.568
SIM-00561	51	0.634	54.081	106.041%	6.813	78.67%	0.87587	0.335
SIM-00562	56	0.717	54.462	97.254%	7.056	69.865%	0.78373	0.538
SIM-00563	62	0.713	53.035	85.54%	7.569	70.89%	0.70776	0.51
SIM-00564	59	0.656	60.72	102.915%	8.218	77.308%	0.90725	0.445
SIM-00565	58	0.71	54.614	94.162%	7.186	71.86%	0.78675	0.514
SIM-00566	56	0.603	62.623	111.827%	8.292	79.79%	0.95514	0.301
SIM-00567	68	0.668	64.626	95.038%	8.3	74.536%	0.76343	0.321
SIM-00568	46	0.753	47.174	102.552%	6.127	66.069%	0.82613	0.649
SIM-00569	40	0.692	43.833	109.583%	6.141	72.372%	1.04801	0.571
SIM-00570	53	0.684	57.531	108.549%	7.266	73.026%	0.91903	0.499
SIM-00571	50	0.77	44.743	89.486%	5.795	63.995%	0.68541	0.638
SIM-00572	51	0.589	57.744	113.224%	7.985	81.075%	0.98884	0.323
SIM-00573	62	0.722	57.144	92.168%	7.538	69.393%	0.75088	0.529
SIM-00574	86	0.695	73.391	85.338%	9.526	72.216%	0.67816	0.309
SIM-00575	52	0.667	49.507	95.206%	7.307	76.181%	0.91283	0.48
SIM-00576	71	0.779	52.537	73.996%	7.031	62.887%	0.56463	0.571
SIM-00577	80	0.733	66.852	83.565%	9.05	68.217%	0.63781	0.512
SIM-00578	63	0.708	58.785	93.31%	7.643	73.888%	0.82698	0.502
SIM-00579	39	0.684	39.584	101.497%	5.08	74.099%	0.93702	0.471
SIM-00580	49	0.78	43.143	88.047%	5.567	62.634%	0.71383	0.655
SIM-00581	26	0.576	33.854	130.208%	4.925	82.083%	1.42231	0.418
SIM-00582	60	0.697	57.16	95.267%	7.741	72.501%	0.75041	0.501
SIM-00583	62	0.728	54.557	87.995%	7.325	70.485%	0.78769	0.54
SIM-00584	56	0.674	54.564	97.436%	6.938	73.959%	0.80689	0.368
SIM-00585	53	0.78	46.314	87.385%	5.864	62.869%	0.6748	0.646
SIM-00586	60	0.693	56.58	94.3%	7.072	72.178%	0.76581	0.388
SIM-00587	51	0.753	40.72	79.843%	5.725	66.107%	0.68666	0.575
SIM-00588	55	0.671	54.357	98.831%	7.698	74.419%	0.88954	0.477
SIM-00589	48	0.652	50.69	105.604%	6.701	75.874%	0.8963	0.414
SIM-00590	57	0.643	56.936	99.888%	7.634	76.725%	0.86154	0.343
SIM-00591	45	0.642	48.898	108.662%	6.929	78.963%	1.07999	0.472
SIM-00592	61	0.633	65.884	108.007%	8.456	77.516%	0.91379	0.344
SIM-00593	61	0.74	48.43	79.393%	6.503	67.433%	0.62181	0.485
SIM-00594	35	0.797	32.963	94.18%	4.667	60.759%	0.83216	0.734
SIM-00595	67	0.67	65.512	97.779%	8.467	74.548%	0.78025	0.39
SIM-00596	67	0.744	57.539	85.879%	7.571	68.265%	0.68496	0.556
SIM-00597	56	0.741	51.892	92.664%	6.895	67.611%	0.74696	0.592
SIM-00598	57	0.773	48.727	85.486%	6.245	64.072%	0.69614	0.621
SIM-00599	55	0.667	56.092	101.985%	7.193	74.588%	0.87521	0.408
SIM-00600	42	0.66	51.582	122.814%	6.82	77.221%	1.20142	0.531
SIM-00601	78	0.741	68.425	87.724%	9.077	68.035%	0.71277	0.565
SIM-00602	52	0.723	49.577	95.34%	6.438	69.423%	0.79973	0.545
SIM-00603	54	0.732	53.165	98.454%	6.459	68.084%	0.78993	0.548
SIM-00604	76	0.774	61.976	81.547%	8.207	63.318%	0.56121	0.613
SIM-00605	65	0.802	50.857	78.242%	6.575	59.773%	0.57031	0.662
SIM-00606	41	0.716	38.961	95.027%	5.3	70.2%	0.85073	0.551
SIM-00607	61	0.77	50.32	82.492%	6.925	65.145%	0.73288	0.632
SIM-00608	65	0.745	58.464	89.945%	7.715	66.898%	0.75724	0.581
SIM-00609	82	0.747	65.913	80.382%	8.648	66.721%	0.62702	0.501
SIM-00610	74	0.713	68.971	93.204%	9.203	70.172%	0.7245	0.516
SIM-00611	81	0.791	66.678	82.319%	8.567	61.35%	0.5739	0.655
SIM-00612	39	0.638	44.042	112.928%	5.498	76.987%	1.00348	0.375
SIM-00613	49	0.72	48.475	98.929%	6.626	69.459%	0.79499	0.579
SIM-00614	42	0.642	48.056	114.419%	5.757	76.931%	1.00408	0.37
SIM-00615	67	0.682	63.141	94.24%	8.414	74.662%	0.82322	0.439
SIM-00616	79	0.788	61.494	77.841%	8.363	63.218%	0.58666	0.649
SIM-00617	66	0.69	55.22	83.667%	7.609	73.218%	0.82172	0.367
SIM-00618	45	0.638	45.686	101.524%	6.472	79.068%	1.02433	0.421
SIM-00619	63	0.702	61.316	97.327%	7.728	71.445%	0.78423	0.475
SIM-00620	59	0.756	48.929	82.931%	6.138	65.806%	0.63302	0.527
SIM-00621	64	0.764	61.828	96.606%	7.972	64.661%	0.86432	0.65
SIM-00622	67	0.776	52.305	78.067%	6.647	63.091%	0.57684	0.56
SIM-00623	43	0.603	50.473	117.379%	6.497	80.585%	1.12613	0.347
SIM-00624	47	0.665	50.541	107.534%	6.923	77.89%	1.09855	0.504
SIM-00625	73	0.82	57.126	78.255%	7.815	57.457%	0.72648	0.731
SIM-00626	58	0.746	53.468	92.186%	7.661	67.191%	0.80609	0.632
SIM-00627	79	0.742	66.343	83.978%	8.928	68.274%	0.6258	0.55
SIM-00628	71	0.716	58.66	82.62%	8.414	72.959%	0.73267	0.507
SIM-00629	50	0.699	52.322	104.644%	7.167	71.67%	0.9092	0.558
SIM-00630	56	0.687	53.471	95.484%	7.411	72.671%	0.78144	0.482
SIM-00631	61	0.719	56.794	93.105%	7.393	69.547%	0.76113	0.518
SIM-00632	65	0.768	56.255	86.546%	7.272	65.043%	0.67248	0.618
SIM-00633	55	0.843	40.63	73.873%	5.108	54.145%	0.53032	0.749
SIM-00634	81	0.76	66.608	82.232%	8.785	64.941%	0.64179	0.572
SIM-00635	49	0.762	44.625	91.071%	5.91	64.871%	0.72654	0.632
SIM-00636	82	0.824	62.124	75.761%	7.755	56.862%	0.52436	0.698
SIM-00637	43	0.68	41.12	95.628%	6.133	73.833%	0.90917	0.513
SIM-00638	43	0.648	44.869	104.347%	6.721	76.593%	0.95628	0.485
SIM-00639	40	0.643	46.59	116.475%	6.594	76.654%	1.07427	0.495
SIM-00640	43	0.699	45.956	106.874%	6.132	71.77%	0.9279	0.563
SIM-00641	60	0.695	60.83	101.383%	8.069	72.462%	0.86175	0.521
SIM-00642	54	0.652	56.762	105.115%	7.896	75.979%	0.91597	0.453
SIM-00643	55	0.681	55.6	101.091%	7.358	73.951%	0.95484	0.48
SIM-00644	60	0.687	59.094	98.49%	8.603	72.709%	0.88322	0.53
SIM-00645	63	0.761	54.009	85.729%	7.3	65.293%	0.71591	0.615
SIM-00646	50	0.608	52.212	104.424%	6.688	79.937%	0.94633	0.197
SIM-00647	45	0.706	46.578	103.507%	6.567	73.885%	1.0973	0.587
SIM-00648	47	0.662	46.524	98.987%	6.198	75.721%	0.90916	0.409
SIM-00649	67	0.782	58.219	86.894%	8.438	63.069%	0.78303	0.693
SIM-00650	42	0.692	42.063	100.15%	5.581	73.282%	0.89867	0.507
SIM-00651	57	0.732	51.162	89.758%	7.13	68.293%	0.73451	0.575
SIM-00652	79	0.779	63.713	80.649%	8.503	63.202%	0.57237	0.628
SIM-00653	58	0.646	58.602	101.038%	7.486	76.404%	0.80798	0.304
SIM-00654	75	0.75	63.299	84.399%	7.813	66.751%	0.66954	0.507
SIM-00655	50	0.601	55.368	110.736%	7.931	80.115%	1.02461	0.367
SIM-00656	68	0.731	60.718	89.291%	7.922	68.436%	0.72016	0.527
SIM-00657	65	0.675	61.421	94.494%	8.387	76.245%	0.88529	0.445
SIM-00658	69	0.784	56.203	81.454%	7.419	62.041%	0.60498	0.641
SIM-00659	41	0.68	40.598	99.02%	5.499	74.149%	0.98158	0.479
SIM-00660	43	0.572	51.794	120.451%	7.235	83.543%	1.16356	0.354
SIM-00661	64	0.731	54.926	85.822%	6.977	68.415%	0.67471	0.465
SIM-00662	55	0.742	45.039	81.889%	6.977	69.424%	0.93692	0.611
SIM-00663	55	0.748	47.679	86.689%	6.194	66.407%	0.71768	0.557
SIM-00664	86	0.674	81.808	95.126%	10.973	75.01%	0.84646	0.425
SIM-00665	56	0.654	58.098	103.746%	8.147	76.304%	0.95162	0.459
SIM-00666	84	0.721	72.342	86.121%	9.725	69.464%	0.63647	0.49
SIM-00667	67	0.732	60.214	89.872%	7.942	68.866%	0.75971	0.549
SIM-00668	65	0.661	62.265	95.792%	8.383	77.501%	0.83634	0.403
SIM-00669	57	0.73	50.922	89.337%	6.346	68.832%	0.72641	0.491
SIM-00670	59	0.724	52.951	89.747%	7.293	69.222%	0.83135	0.545
SIM-00671	82	0.816	63.967	78.009%	7.943	58.241%	0.57857	0.688
SIM-00672	58	0.693	55.658	95.962%	7.335	74.095%	0.82137	0.484
SIM-00673	55	0.698	56.515	102.755%	7.719	75.33%	1.05594	0.554
SIM-00674	65	0.722	55.155	84.854%	7.762	69.425%	0.66857	0.518
SIM-00675	39	0.67	40.546	103.964%	5.668	75.074%	1.01508	0.5
SIM-00676	58	0.707	57.757	99.581%	7.914	71.07%	0.86309	0.554
SIM-00677	30	0.716	33.13	110.433%	4.628	69.77%	1.17883	0.618
SIM-00678	72	0.745	65.089	90.401%	8.128	66.812%	0.66891	0.55
SIM-00679	89	0.827	64.96	72.989%	8.107	56.348%	0.47839	0.69
SIM-00680	71	0.767	54.874	77.287%	7.51	64.162%	0.5988	0.577
SIM-00681	79	0.714	67.818	85.846%	9.15	70.385%	0.63639	0.466
SIM-00682	70	0.813	53.044	75.777%	6.632	59.083%	0.58538	0.668
SIM-00683	53	0.693	49.414	93.234%	6.915	74.137%	0.81968	0.502
SIM-00684	50	0.611	55.0	110.0%	7.85	80.119%	1.11915	0.403
SIM-00685	47	0.652	50.349	107.126%	6.528	76.404%	1.00628	0.421
SIM-00686	41	0.58	45.51	111.0%	6.663	83.946%	1.18275	0.359
SIM-00687	73	0.677	66.847	91.571%	8.711	74.972%	0.75437	0.369
SIM-00688	56	0.661	57.321	102.359%	7.311	75.407%	0.85303	0.388
SIM-00689	51	0.697	53.577	105.053%	7.129	72.384%	0.95152	0.544
SIM-00690	61	0.73	51.145	83.844%	7.15	68.485%	0.69517	0.527
SIM-00691	37	0.687	39.141	105.786%	5.726	73.314%	1.03206	0.563
SIM-00692	43	0.709	41.319	96.091%	5.668	72.571%	0.92073	0.55
SIM-00693	52	0.722	47.838	91.996%	6.738	69.497%	0.90226	0.567
SIM-00694	68	0.721	66.814	98.256%	8.725	70.308%	0.87806	0.565
